Time  [ms],Memory Usage [KB]
0,2620480
101,2625508
203,2633108
304,2644232
404,2648948
504,2665232
606,2664380
705,2668396
805,2689516
906,2689992
1006,2690296
1107,2689972
1207,2690908
1307,2689000
1408,2693344
1509,2696080
1609,2697096
1709,2686136
1809,2684940
1910,2682736
2010,2682992
2111,2682940
2211,2683896
2312,2685088
2414,2686472
2513,2688736
2614,2697464
2715,2697984
2813,2698696
2914,2699036
3016,2699316
3114,2701040
3216,2701344
3316,2701772
3417,2702232
3517,2702972
3617,2702976
3718,2703864
3818,2705068
3918,2705792
4019,2709468
4120,2718892
4221,2724348
4322,2725032
4423,2725056
4522,2725800
4622,2727360
4723,2727956
4824,2730648
4924,2727504
5024,2719236
5124,2708812
5225,2707584
5326,2710500
