Time  [ms],Memory Usage [KB]
0,2393240
51,2398124
154,2405460
252,2429948
353,2434744
453,2433488
554,2434584
655,2436600
758,2457976
857,2451304
958,2448172
1058,2451504
1159,2457704
1259,2462232
1360,2463488
1460,2471452
1560,2466420
1661,2469624
1761,2471800
1861,2468032
1962,2468872
2062,2465940
2162,2468716
2263,2471152
2363,2472152
2463,2473092
2564,2473236
2664,2482972
2765,2480436
2865,2482756
2965,2483032
3066,2482072
3167,2483652
3267,2484472
3367,2484036
3468,2483560
3568,2484172
3668,2484620
3769,2483264
3869,2483800
3969,2485100
4070,2487780
4171,2495776
4270,2500104
4371,2501344
4471,2502988
4572,2491188
4672,2491844
4773,2493572
4873,2484388
4973,2486324
5074,2488712
5178,2477436
5274,2476216
5374,2479652
5475,2477248
