Time  [ms],Memory Usage [KB]
0,2458864
104,2464916
204,2472036
304,2479292
405,2489108
506,2499352
608,2504696
708,2511196
809,2530036
909,2537572
1010,2538624
1111,2538828
1211,2541808
1310,2541128
1411,2538464
1511,2541052
1613,2543204
1712,2545268
1813,2549000
1913,2552612
2014,2553756
2115,2555228
2215,2552920
2315,2555004
2416,2553040
2517,2555756
2617,2555864
2717,2557672
2818,2561984
2918,2564616
3018,2565308
3119,2566068
3219,2568880
3320,2569364
3421,2569940
3521,2570004
3622,2561112
3721,2561040
3821,2560252
3922,2560244
4023,2561192
4122,2565076
4223,2567720
4324,2577076
4425,2578980
4525,2580236
4625,2581920
4726,2582912
4826,2583924
4926,2585708
5027,2587812
5128,2580856
5230,2567852
5329,2556868
5431,2557664
