Time  [ms],Memory Usage [KB]
0,2501516
101,2497284
201,2499652
302,2500004
402,2501004
502,2500712
604,2503452
704,2522728
805,2524296
905,2522036
1006,2523048
1107,2526220
1209,2523268
1309,2523200
1409,2534248
1510,2536120
1610,2537316
1712,2543452
1812,2545080
1912,2546364
2014,2547160
2113,2550908
2213,2551428
2314,2555364
2414,2557660
2514,2561264
2615,2582632
2715,2584732
2815,2601516
2916,2611300
3016,2613288
3117,2617212
3217,2617648
3317,2619372
3417,2615740
3518,2618140
3618,2619388
