Time  [ms],Memory Usage [KB]
0,2434996
100,2435184
203,2437812
302,2438632
401,2441016
501,2439476
602,2440912
702,2452036
805,2453348
904,2454400
1004,2454688
1106,2456084
1206,2463232
1307,2464204
1407,2466316
1509,2469820
1609,2475856
1709,2475052
1810,2474360
1910,2477696
2010,2478288
2111,2481224
2211,2484080
2311,2486448
2412,2489740
2515,2492828
2613,2516820
2713,2518056
2813,2533152
2914,2535624
3014,2535328
3114,2536536
3215,2538524
3315,2541340
3416,2545232
