Time  [ms],Memory Usage [KB]
0,2463016
101,2461948
200,2462840
301,2463880
401,2464464
501,2464844
602,2467200
703,2484936
804,2486160
904,2493236
1005,2497624
1105,2502020
1205,2495352
1306,2501772
1406,2499964
1506,2502812
1607,2505092
1707,2508976
1808,2508464
1908,2509220
2009,2510432
2109,2511356
2209,2515648
2310,2517140
2410,2521112
2510,2522388
2610,2524912
2711,2550056
2811,2551824
2912,2570480
3013,2573512
3114,2569628
3214,2570476
3314,2571900
3415,2572356
3515,2573296
3615,2573340
