Start Time (Seconds),End Time (Seconds),Duration (Seconds),Component,Energy Consumption (Joule)
0,3.109,3.109,screen dark,1.873005114549
0,3.109,3.109,wifi running,0.29004673594563907
0,3.109,3.109,phone_scanning,0.2570674107566438

