Time  [ms],Memory Usage [KB]
0,2531168
100,2534508
202,2545164
307,2550180
356,2552956
458,2569716
557,2570096
657,2590172
757,2596072
858,2597112
958,2597240
1058,2597904
1159,2600744
1260,2605032
1360,2610564
1461,2616876
1561,2619628
1661,2622820
1763,2622820
1863,2624272
1964,2624520
2065,2626244
2166,2626740
2266,2624472
2367,2625860
2467,2630084
2567,2637524
2668,2635776
