Time  [ms],Memory Usage [KB]
0,2465896
102,2469576
201,2482068
302,2488716
404,2491608
502,2503200
602,2506040
703,2506232
806,2528480
904,2526336
1005,2515384
1105,2515208
1206,2501640
1305,2502240
1406,2503668
1507,2505140
1606,2505456
1707,2505732
1807,2506644
1908,2506944
2008,2510496
2108,2510868
2208,2507596
2309,2508008
2409,2508716
2509,2509680
2609,2510192
2710,2522672
2810,2528072
2911,2532104
3012,2535924
3112,2536396
3212,2538136
3313,2547308
3413,2548784
3513,2547216
3614,2547664
3714,2547952
3814,2549768
