Time  [ms],Memory Usage [KB]
0,2388460
103,2394232
203,2403772
307,2404876
403,2422056
507,2424972
605,2427212
705,2430296
806,2450536
906,2450924
1006,2451556
1108,2451160
1207,2453264
1307,2441232
1407,2440320
1508,2441068
1608,2442060
1708,2442712
1809,2443500
1909,2443460
2009,2446392
2110,2449684
2210,2445576
2310,2446700
2411,2447060
2511,2456236
2611,2458480
2712,2466200
2812,2469016
2912,2469932
3014,2472984
3113,2476932
3215,2478188
3314,2483444
3414,2487440
3515,2486208
3615,2489156
3716,2488784
