Time  [ms],Memory Usage [KB]
0,2370964
107,2376824
205,2402852
305,2400784
406,2403108
506,2408504
607,2411064
707,2436344
807,2436852
908,2436532
1008,2438760
1108,2439820
1209,2441700
1309,2431868
1409,2431812
1510,2432252
1610,2426148
1710,2425360
1811,2426328
1911,2428260
2012,2433292
2112,2429764
2214,2430268
2313,2431020
2414,2431504
2514,2434344
2614,2442316
2714,2442780
2815,2445864
2915,2452316
3016,2455032
3116,2447004
3217,2448196
3317,2449000
3418,2449384
3518,2444904
3618,2447396
3719,2448596
