Time  [ms],Memory Usage [KB]
0,2530492
99,2531412
202,2546888
252,2549796
352,2564708
462,2566236
553,2570264
653,2569788
755,2573260
854,2594384
954,2598836
1055,2601856
1155,2598956
1257,2601112
1356,2606156
1456,2605612
1556,2605704
1657,2605928
1757,2598080
1857,2599284
1958,2599332
2058,2600044
2158,2600076
2259,2601064
2359,2601064
2459,2608596
2560,2604328
2660,2604288
2760,2613392
2861,2615556
2961,2622164
3061,2618652
3162,2621632
3262,2624380
3364,2631760
3463,2629736
3563,2635288
3664,2640984
3764,2640428
3865,2639712
3965,2638152
