Time  [ms],Memory Usage [KB]
0,2411352
100,2413968
199,2422780
299,2430844
400,2452620
500,2456184
601,2455128
701,2459140
801,2483404
902,2479196
1003,2482984
1103,2482808
1204,2483652
1304,2473792
1404,2474596
1505,2474816
1606,2475112
1706,2475316
1806,2476744
1908,2478228
2008,2484768
2108,2480660
2209,2478844
2309,2479548
2409,2480460
2510,2481104
2611,2479576
2711,2499744
2812,2498064
2912,2500472
3012,2502892
3113,2504032
3213,2505092
3314,2510332
3415,2508688
3516,2508124
3616,2507632
