Time  [ms],Memory Usage [KB]
0,2358460
50,2361120
150,2366032
251,2371580
353,2374764
459,2389940
557,2402268
658,2401312
758,2420704
859,2424656
960,2426228
1061,2427880
1161,2431780
1261,2435376
1362,2429720
1462,2423052
1562,2425356
1663,2425008
1763,2424116
1864,2425004
1964,2424684
2064,2428740
2165,2430904
2266,2427152
2367,2427152
2466,2428356
2567,2428304
2668,2431260
2768,2430980
2869,2434408
2969,2441988
3070,2443596
3170,2445100
3270,2447876
3371,2451716
3471,2459496
3571,2458948
3673,2458632
3773,2459664
3874,2459540
3973,2456280
4074,2456520
4174,2457172
4276,2455408
4377,2455964
4478,2456264
4578,2460740
