Time  [ms],Memory Usage [KB]
0,2454008
100,2436292
201,2437632
301,2438544
401,2440860
501,2439548
603,2440068
703,2462068
805,2462336
905,2462988
1005,2463424
1106,2471136
1207,2475352
1307,2479172
1408,2481704
1508,2486564
1608,2490736
1709,2495156
1809,2493276
1910,2478356
2011,2479844
2111,2482772
2211,2479592
2312,2480748
2412,2482652
2513,2482924
2613,2484372
2714,2485376
2815,2488972
2916,2492816
3016,2495152
3116,2499664
3217,2511656
3317,2512916
3418,2515628
3518,2515336
3619,2509872
3719,2512520
3819,2514412
3920,2515720
4020,2516876
4120,2518024
4221,2528412
4321,2563648
4422,2569436
