Time  [ms],Memory Usage [KB]
100,2418280
203,2421664
304,2420448
354,2421888
459,2424100
554,2427344
655,2423780
757,2441948
859,2444796
960,2444236
1060,2446392
1160,2453116
1261,2454804
1361,2454956
1462,2459672
1562,2465568
1662,2466440
1763,2468020
1863,2468668
1963,2472616
2064,2473920
2164,2474968
2265,2475016
2365,2476676
2465,2476592
2566,2479696
2667,2482944
2766,2486940
2867,2490304
2968,2507952
3068,2509800
3168,2511672
3269,2514468
3369,2508624
3470,2508796
3570,2511724
3671,2512652
3771,2510372
3871,2511476
3972,2513644
4073,2515688
4173,2516428
4273,2518740
4373,2519520
4474,2520740
4574,2532820
