Time  [ms],Memory Usage [KB]
0,2518968
101,2514440
151,2514876
252,2514292
352,2517156
452,2507764
553,2527584
653,2529240
754,2530868
854,2531300
954,2533752
1055,2542224
1155,2546208
1256,2531512
1356,2535808
1457,2540544
1558,2539920
1659,2534252
1761,2532548
1862,2533080
1963,2533924
2063,2537404
2163,2539788
2264,2540572
2364,2542128
2465,2538432
2565,2537844
2665,2540240
2766,2541220
2866,2544564
2967,2548844
3067,2548072
3167,2549740
3268,2550024
3368,2552468
3469,2555636
3569,2572012
3669,2572136
3770,2569872
3870,2571972
3971,2567032
4071,2567992
4172,2570648
4273,2572940
4372,2574524
4473,2575508
4573,2578140
4674,2578976
4774,2588660
4874,2595928
4974,2627088
