Time  [ms],Memory Usage [KB]
0,2605680
100,2585584
201,2587460
301,2587452
401,2588588
502,2587904
603,2590424
703,2609168
804,2612136
904,2610084
1004,2613580
1104,2620524
1205,2623956
1305,2628676
1408,2632876
1507,2640564
1607,2643696
1707,2637940
1808,2639448
1908,2643540
2009,2647048
2110,2647868
2211,2647640
2311,2644308
2412,2646092
2512,2645504
2612,2649796
2712,2653392
2813,2655952
2915,2660872
3015,2676912
3116,2677488
3216,2678736
3316,2678856
3418,2672556
3517,2676360
3618,2677232
3718,2679756
3818,2680576
3919,2681848
