Time  [ms],Memory Usage [KB]
0,2445744
100,2447656
200,2448588
300,2448012
401,2449548
501,2448928
601,2450912
702,2471356
802,2472672
903,2478712
1003,2481848
1104,2473612
1204,2479468
1304,2484052
1405,2483360
1505,2485492
1605,2485648
1706,2492700
1806,2492624
1908,2494076
2007,2496784
2107,2499780
2208,2502320
2308,2502880
2410,2505452
2510,2507228
2610,2511352
2710,2513188
2810,2516488
2911,2520912
3011,2536360
3112,2531092
3212,2533244
3312,2533604
3413,2536604
3513,2539496
3613,2540472
3714,2544420
3814,2546104
3916,2548688
4016,2559716
