Time  [ms],Memory Usage [KB]
0,2544908
100,2544976
200,2546272
301,2546552
401,2547860
501,2546352
601,2542740
703,2557188
803,2545548
903,2545888
1005,2546972
1105,2554564
1205,2556492
1305,2555132
1406,2558672
1506,2562652
1607,2567592
1707,2565672
1808,2565748
1908,2566116
2008,2567524
2108,2569824
2209,2572100
2310,2592196
2410,2610252
2510,2612672
2611,2612796
2711,2613320
2812,2616556
2912,2618508
3013,2621224
3113,2623908
3214,2625932
3314,2629944
3414,2642012
