Time  [ms],Memory Usage [KB]
0,2491128
100,2495120
202,2501844
301,2507736
401,2525948
501,2531892
602,2531900
703,2536668
803,2553612
904,2553892
1005,2553924
1105,2555164
1205,2556088
1306,2555888
1407,2558192
1508,2558308
1608,2556060
1708,2556544
1808,2557132
1908,2556484
2009,2564728
2110,2560076
2211,2559940
2310,2560608
2411,2561524
2511,2562616
2611,2577340
2712,2575856
2812,2577812
2913,2580228
3014,2589568
3114,2589440
3214,2596492
3315,2597500
3415,2596584
3516,2598288
3616,2599064
3717,2598184
