Time  [ms],Memory Usage [KB]
0,2566416
103,2570056
205,2580248
306,2609080
406,2610112
505,2608736
605,2606984
705,2604448
806,2608352
906,2629056
1006,2630728
1107,2630184
1207,2630188
1307,2617312
1408,2618716
1508,2618120
1610,2619972
1710,2620080
1810,2620376
1910,2620436
2011,2620752
2111,2618976
2211,2623540
2312,2622724
2412,2623268
2512,2623716
2613,2623728
2713,2634380
2813,2635316
2914,2647196
3014,2645280
3115,2647564
3215,2649192
3316,2654356
3416,2658608
3516,2667080
3617,2669324
3718,2669924
3819,2670952
3918,2671068
