Time  [ms],Memory Usage [KB]
0,2482440
100,2484616
200,2484772
301,2492176
402,2506812
502,2523080
602,2522944
702,2525292
803,2529672
903,2548200
1003,2547948
1104,2547304
1204,2548272
1305,2549460
1405,2537632
1506,2536420
1607,2539692
1707,2538880
1807,2538312
1908,2538660
2008,2539296
2108,2539636
2209,2544624
2309,2543384
2409,2543176
2510,2543016
2610,2543272
2712,2554008
2812,2550592
2912,2560456
3013,2560024
3113,2561064
3214,2562672
3315,2561500
3415,2564552
3515,2571024
3615,2574404
3716,2572632
